CN,DBCode,JournalId,Publisher,JournalName,ISSN,ISBN,VolumeId,VolNo1,VolNo2,Pubyear,HoldingFlag,ArticleId,Title,Abstract,Author,FulltextFlag,AbstractFlag,PageInfo,DOI,FulltextURL,ContentURL,MobileURL,Keyword,Degree,query
NART18281272,JAFO,NJOU00049730,,Ocean science and engineering,0275-2220;;,,15,8,3,1983,,NART18281272,FAILURE IN MARINE SEDIMENTS,The principles of failure involve consideration of the state of stress and changes in the state of stress as they relate to stress states sufficient to cause failure. Theoretical and mathematical models are presented which describe these stress conditions and failure criteria. Failure produced by loads applied to marine sediments. The principal types of loading and the relative importance of these types also are discussed.,"Sangrey, Dwight A.",0,1,pp.351-365,,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART18281272,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART18281272&type=mobile,,,marine sediments
NART44380221,JAFO,NJOU00003500,Wiley (Blackwell Publishing),Annals of the New York Academy of Sciences,0077-8923;1749-6632;,,1455,1125,1,2008,,NART44380221,<i>Methanogenesis in Marine Sediments</i>,"<P>The anaerobic conversion of complex organic matter to CH4 is an essential link in the global carbon cycle. In freshwater anaerobic environments, the organic matter is decomposed to CH4 and CO2 by a microbial food chain that terminates with methanogens that produce methane primarily by reduction of the methyl group of acetate and also reduction of CO2. The process also occurs in marine environments, particularly those receiving large loads of organic matter, such as coastal sediments. The great majority of research on methanogens has focused on marine and freshwater CO2&#x2010;reducing species, and freshwater acetate&#x2010;utilizing species. Recent molecular, biochemical, bioinformatic, proteomic, and microarray analyses of the marine isolate <I>Methanosarcina acetivorans</I> has revealed that the pathway for acetate conversion to methane differs significantly from that in freshwater methanogens. Similar experimental approaches have also revealed striking contrasts with freshwater species for the pathway of CO&#x2010;dependent CO2 reduction to methane by <I>M. acetivorans</I>. The differences in both pathways reflect an adaptation by <I>M. acetivorans</I> to the marine environment.</P>","Ferry, James G.;Lessner, Daniel J.;",2,1,pp.147-157,https://doi.org/10.1196/annals.1419.007,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART44380221,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART44380221&type=mobile,,,marine sediments
NART79410507,JAFO,NJOU00019727,Cambridge University Press,"Proceedings. Section B, Biological sciences",0269-7270;;,,7,76,1,1978,,NART79410507,Microenvironments in marine sediments,"<P><B>Synopsis</B><P>Shallow water and intertidal marine sediments are often heterogeneous. This heterogeneity has led to a definition of microenvironments and their associated biological species. The definition encompasses habitat and species size, species behaviour and physiology, stability and environmental interfaces. We distinguish between open and closed interfaces, and suggest an associated topological structure. Examples are given from the intertidal zone. Three of these are discussed in detail.</P><P>(i)<I>Sand grains</I>. The occurrence of periphytic micro-organisms on sand grains is considered. The topography of the sand grain surface is closely related to the distribution of microbial colonies some of which contain a range of species. Bacteria, blue-green algae and diatoms have been identified. Species interactions and micro-variation in sediment physico-chemistry are likely to affect the constituents, distribution and abundance of the colonies. The activities of periphytic micro-organisms change the bulk properties of sediments.</P><P>(ii)<I>Banding in sediments.</I>Characteristic banding patterns are described from a sandy and muddy intertidal shore. Marked discontinuities in the microbial flora and physico-chemical properties occur at interfaces between the bands. For example, Eh, chlorophyll levels, and sulphide can all change dramatically over a few mm. The significance of these alterations for the meiobenthic and interstitial fauna is discussed.</P><P>(iii)<I>Invertebrate burrow linings.</I>Bioturbation structures including invertebrate burrows change local properties of sediments. The microbial and chemical properties of<I>Nereis diversicolor</I>burrow linings are described in detail. Sediment from the burrow lining closely resembles the sediment surface in many of its attributes. The sediment/water interfacial zone with its associated microbial and chemical properties is therefore extended vertically into sediments by these structures. Attention is drawn to the stabilising function of burrows and to their palaeoecological significance.</P></P>","Anderson, J. G.;Meadows, P. S.;",2,1,pp.1-16,https://doi.org/10.1017/s0269727000002761,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART79410507,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART79410507&type=mobile,,,marine sediments
NART09454951,JAFO,NJOU00005858,,Marine pollution bulletin,0025-326x;;,,84,40,9,2000,,NART09454951,Antifouling Paint Booster Biocide Contamination in UK Marine Sediments,"<P><B>Abstract</B></P><P>The proposed International Maritime Organization (IMO) ban on tributyltin (TBT) as an antifouling paint biocide, will raise the inevitability of the increased use of alternative paints containing copper and organic booster biocides. Although the fate of TBT in marine sediments has been extensively studied, very little work has been performed to assess the accumulation of organic booster biocides in sediments. A survey was conducted to determine concentrations of TBT, Irgarol 1051, the Irgarol 1051 metabolite GS26575 (2-(tert-butylamino)-4-amino-6-(methylthio)-1,3,5-triazine; also referred to as M1) and diuron in coastal and off-shore sediments. TBT was consistently determined at the highest concentrations and was detected in all sediments collected from Southampton Water, UK, along with the TBT degradation product dibutyltin (DBT). Irgarol 1051 was detected (0.01&#x2013;0.11 &#x03BC;g/g) in some sediments collected from marinas, where high concentrations of these compounds have been measured in surface waters. The Irgarol 1051 metabolite 2-methylthio-4-tert-butylamino-6-amino-s-triazine (M1/GS26575) was only detected at a few locations at concentrations &#x003C;0.001 &#x03BC;g/g, although higher concentrations were determined in surface waters (13&#x2013;99 ng l<SUP><SUP>&#x2212;1</SUP></SUP>). Diuron, thought to be present in the form of antifouling paint particles, was determined at a concentration of 1.4 &#x03BC;g/g in an enclosed marina. All analytes were found to be below the limit of detection in the sediments collected off-shore. The potential accumulation in sediments of the other two booster biocides currently used in the UK, zinc pyrithione and dichlofluanid, are also discussed.</P>","Thomas, Kevin V;Blake, Sylvia J;Waldock, Michael J;",2,1,pp.739-745,http://dx.doi.org/10.1016/S0025-326X(00)00010-2,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART09454951,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART09454951&type=mobile,antifouling paint booster biocides . marine sediments . TBT . Irgarol 1051 . diuron,,marine sediments
NART02877842,JAFO,NJOU00000411,Wiley (Blackwell Publishing),Limnology and oceanography,0024-3590;1939-5590;,,18,42,1,1997,,NART02877842,Charcoal analysis in marine sediments,"<P>A technique is described for measuring charcoal in small samples (5 mg) of marine sediments to quantify the contribution of charcoal to the total organic carbon loading of marine sediments. Charcoal is measured as elemental carbon by gas chromatography after acidification with hot concentrated nitric acid in situ within aluminum sample cups to remove calcium carbonate and refractory carbon such as coal, pollen, and humic acids. The in situ acidification eliminates sample loss during sequential decarboxylation and oxidation and provides a precise (±2.2% of the measured value) and rapid (~50 analyses per week per analyst) means to measure charcoal in marine sediments. The absolute detection limit of the charcoal determinations is 0.70 <I>&micro;</I>g C (3 times mean blank value) and the relative detection limit is 0.01%.</P>","Verardo, David J.",2,1,pp.192-197,https://doi.org/10.4319/lo.1997.42.1.0192,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART02877842,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART02877842&type=mobile,,,marine sediments
NART47714003,JAFO,NJOU00078820,Taylor Francis,Marine biology research,1745-1000;1745-1019;,,21,4,4,2008,,NART47714003,Oxygen dynamics of marine sediments,"<P> Benthic O2 availability regulates many important biogeochemical processes and has crucial implications for the biology and ecology of benthic communities. Further, the benthic O2 exchange rate represents the most widely used proxy for quantifying mineralization and primary production of marine sediments. Consequently, numerous researchers have investigated the benthic O2 dynamics in a wide range of environments. On the basis of case studies - from abyssal sediments to microbial phototrophic communities - I hereby try to review the current status on what we know about controls that interrelate with the O2 dynamics of marine sediments. This includes factors like: sedimentation rates, bottom water O2 concentrations, diffusive boundary layers, fauna activity, light, temperature, and sediment permeability. The investigation of benthic O2 dynamics represents a challenge in resolving variations on temporal and spatial scales covering several orders of magnitude. Such an effort requires the use of several complementary measuring techniques and modeling approaches. Recent technical developments (improved chamber approaches, O2 optodes, eddy-correlation, benthic observatories) and advances in diagenetic modeling have facilitated our abilities to resolve and interpret benthic O2 dynamics. However, all approaches have limitations and caveats that must be carefully evaluated during data interpretation. Much has been learned during the last decades but there are still many unanswered questions that need to be addressed in order to fully understand benthic O2 dynamics and the role of sediments for marine carbon cycling.</P>","Glud, Ronnie N.",2,1,pp.243-289,http://dx.doi.org/10.1080/17451000801888726,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART47714003,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART47714003&type=mobile,Benthic mineralization . benthic photosynthesis . biogeochemistry . in situ . lander technology . microsensors . planar optodes,,marine sediments
NART59610949,JAFO,NJOU00000443,Springer-Verlag,Marine biology,0025-3162;1432-1793;,,1697,27,1,1974,,NART59610949,Arylsulfatase activity in marine sediments,"<P>Abstract</P><P>Arylsulfatase activity and arylsulfatase-producing bacteria were estimated in sediment samples collected from 3 different biotopes: marine, estuarine, and mangrove. No direct relationship could be established between activity and the number of bacteria at any station. In general, clayey sediments always harboured more arylsulfatase producers than sandy sediments, irrespective of salinity variations. Of the 3 biotopes investigated, the mangrove area exhibited maximum activity. The enzyme showed two pH optima, one at 6.2, the other at 9.0. The optimum substrate concentration was 12x10<SUP>-4</SUP>M. Higher substrate concentrations tended to inhibit arylsulfatase activity. The recovery of added phenolphthalein was maximum only at pH 6.2; KCN, Na<SUB>2</SUB>So<SUB>4</SUB>, and KH<SUB>2</SUB>Po<SUB>4</SUB> inhibited enzyme activity by 65.5, 46.8 and 37.5%, respectively. More than one type of arylsulfatase may be present in marine sediments; further studies on the role of arylsulfatases are required, since arylsulfatases have been reported to bear on the formation and hardening of exoskeletons in marine forms.</P>","Chandramohan, D.;Devendran, K.;Natarajan, R.;",2,1,pp.89-92,https://doi.org/10.1007/bf00394764,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART59610949,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART59610949&type=mobile,,,marine sediments
NART91890607,JAFO,NJOU00003215,JSTOR,The Geographical journal,0016-7398;1475-4959;,,790,135,1,1969,,NART91890607,Recent Marine Sediments,,"Steers, J. A.;Trask, Parker D.;",2,0,pp.114,http://dx.doi.org/10.2307/1795626,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART91890607,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART91890607&type=mobile,,,marine sediments
NART100660460,JAFO,NJOU00003215,JSTOR,The Geographical journal,0016-7398;1475-4959;,,799,137,2,1971,,NART100660460,Physical Processes of Sedimentation,,"Evans, Graham;Allen, J. R. L.;Sutton, J.;Watson, J. V.;",2,0,pp.239,http://dx.doi.org/10.2307/1796776,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART100660460,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART100660460&type=mobile,,,sedimentation processes
NART88273483,JAFO,NJOU00004600,SAGE Publications,Progress in physical geography,0309-1333;;,,74,11,1,1987,,NART88273483,Processes of glacimarine sedimentation,,"Dowdeswell, Julian A.",2,0,pp.52-90,https://doi.org/10.1177/030913338701100103,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART88273483,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART88273483&type=mobile,,,sedimentation processes
NART15231546,JAFO,NJOU00004050,Elsevier/North Holland,International journal of pharmaceutics,0378-5173;;,,387,76,3,1991,,NART15231546,Monitoring sedimentation processes by conductivity measurements,"A non-destructive method to determine the sedimentation behavior of water-continuous dispersed systems has been developed, which is based on conductivity measurement through the dispersion at different heights. Conductivities of sedimenting dispersions are interpreted in terms of dispersion dielectric theory, to convert the qualitative conductivity values into the quantitative volume fraction values of the dispersed phase. First applications are presented illustrating the possibilities in evaluating dispersion's sedimentation stability under normal gravitational field and at different temperatures, and also under centrifugal field. Collection of such profiles at appropriate time intervals allows sedimentation processes to he followed before they become apparent by visual means.","Bury, M.;Gerhards, J.;Erni, W.;",2,1,pp.207-216,http://dx.doi.org/10.1016/0378-5173(91)90273-Q,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART15231546,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART15231546&type=mobile,"Conductivity . Bruggeman's model . Sedimentation . Creaming . Emulsion, o/w . Centrifugation",,sedimentation processes
NART82971474,JAFO,NJOU00035209,American Geophysical Union,Eos,0096-3941;2324-9250;,,1103,79,19,1998,,NART82971474,"Beach Processes and Sedimentation, Second Edition","<P>Anyone who has ever ventured to a beach has without a doubt watched in wonder, if not awe, what waves, tides, and currents may produce-or destroy-over timescales ranging from minutes to millennia. The second edition of Beach Processes and Sedimentation clearly and succinctly explains the physical processes responsible for shaping our coastlines. The material is presented at a level suitable for advanced undergraduates with backgrounds in physical science and beginning graduate students in any marine science discipline, including those interested in coastal management or policy. It will also serve as a valuable reference for those who have left their student years behind and for whatever reason find themselves in need of a reintroduction to beach dynamics.</P>","Howd, Peter",2,1,pp.231-231,https://doi.org/10.1029/98eo00170,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART82971474,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART82971474&type=mobile,,,sedimentation processes
NART08437301,JAFO,NJOU00007937,Wiley (John WileySons),Zeitschrift f&uuml;r angewandte mathematik und mechanik,0044-2267;1521-4001;,,82,80,2,2000,,NART08437301,Model Equations for Gravitational Sedimentation-Consolidation Processes,"We develop a general phenomenological theory of sedimentation-consolidation processes of flocculated suspensions, which are considered as mixtures of two superimposed continuous media. Following the standard approach of continuum mechanics, we derive a mathematical model for these processes by applying constitutive assumptions and a subsequent dimensional analysis to the mass and linear momentum balance equations of the solid and liquid component. The resulting mathematical model can be viewed as a system of Navier-Stokes type coupled to a degenerating convection-diffusion equation by singular perturbation terms. In two or three space dimensions, solvability of these equations depends on the choice of phase and mixture viscosities. In one space dimension, however, tills model reduces to a quasilinear strongly degenerate parabolic equation, Sor which analytical and numerical solutions are available. The theory is applied to a batch sedimentation-consolidation process.","B&uuml;rger, R.;Wendland, W.L.;Concha, F.;",2,1,pp.79-92,https://doi.org/10.1002/(sici)1521-4001(200002)80:2<79::aid-zamm79>3.0.co;2-y,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART08437301,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART08437301&type=mobile,,,sedimentation processes
NART89551162,JAFO,NJOU00013550,International Glaciological Society,Annals of glaciology,0260-3055;1727-5644;,,60,2,,1981,,NART89551162,Processes and Models of Antarctic Glaciomarine Sedimentation,"<P>Glaciomarine sediments (GMS) comprise detrital, biogenic, and authigenic materials of two principal facies: laminated deposits and massive aqueous till. The processes governing sedimentation of the ice-rafted debris (IRD) component of GMS are investigated in the marine zone around Antarctica. Four controlling factors are identified: nature and disposition of sediments at the grounding line, transition from grounded to floating ice (ice shelves, outlet glaciers, and ice cliffs), processes of under-side melting and freezing of these ice masses, and, finally, mechanisms of iceberg calving, fragmentation, and melt-release of debris in the open ocean. Modelling studies of Brunt and Ross ice shelves suggest two main conclusions. (1) Ice shelves are of major importance for sedimentation on the continental shelf. Bulk &#x2022;debris release occurs within the grounding-line zone which may frequently oscillate, producing pronounced diachronism. Bottom melting removes all debris prior to calving at the ice front so that ice shelves do not play a part in deposition in the open ocean. (2) Outlet glaciers, in contrast, have high sediment content, calve rapidly, and produce debris-rich icebergs which contribute the major portion of IRD in the ocean.</P>","Drewry, D. J.;Cooper, A. P. R.;",2,1,pp.117-122,https://doi.org/10.3189/172756481794352478,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART89551162,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART89551162&type=mobile,,,sedimentation processes
NART08792528,JAFO,NJOU00003172,,Chemical engineering science,0009-2509;1873-4405;,,140,55,12,2000,,NART08792528,Numerical modelling of sedimentation processes,"<P><B>Abstract</B></P><P>This paper considers the well-documented theory for the design of sedimentation tanks. The difference in this treatment is that a numerical model is used to do the necessary calculations for the limiting flux and the equations to do this are put in a dimensionless format. The model for a cylindrical settler is extended to the case of a conical settling geometry. It is shown that the conical settler can handle a wider range of solids loading. Finally, calculations are reported to estimate the characteristics of batch settling experiments for conical settlers and the results are compared with experimental data.</P>","White, David A;Verdone, Nicola;",2,1,pp.2213-2222,http://dx.doi.org/10.1016/S0009-2509(99)00496-0,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART08792528,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART08792528&type=mobile,Mathematical modelling . Numerical analysis . Sedimentation . Settler . Slurries . Waste water,,sedimentation processes
NART20618634,JAFO,NJOU00004926,,Physica. A,0378-4371;;,,1718,335,1,2004,,NART20618634,Coupled aggregation and sedimentation processes: stochastic mean field theory,"<P><B>Abstract</B></P><P>In this paper, we present a stochastic model for obtaining the time evolution of the cluster size distribution for systems following coupled aggregation and sedimentation processes. Both, diffusion-limited cluster aggregation conditions and reaction limited cluster aggregation conditions are studied under the effect of sedimentation. For this purpose, the master equation is adapted for considering several slices where cluster aggregation and mass transport through the boundaries are taken into account. Furthermore, the kernel needed to solve the stochastic equation is adapted for considering the sticking probability, <I>P</I>, and the Peclet number, <I>Pe</I>, as parameters. The obtained solutions are then compared with the time evolution of the cluster size distribution obtained by means of computer simulations in Leone et al. (Eur. Phys. J. E 7 (2002) 105), Odriozola et al. (Phys. Rev. E (2003) 031405).</P>","Odriozola, G.;Leone, R.;Moncho-Jord&#x00E1;, A.;Schmitt, A.;Hidalgo-&#x00C1;lvarez, R.;",2,1,pp.35-46,http://dx.doi.org/10.1016/j.physa.2003.12.011,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART20618634,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART20618634&type=mobile,Aggregation-sedimentation processes . Master equation . Stochastic resolution,,sedimentation processes
NART01786429,JAFO,NJOU00005512,American Society of Civil Engineers,Journal of irrigation and drainage engineering,0733-9437;1943-4774;,,9,119,6,1993,,NART01786429,Erosion and Sedimentation Processes on Irrigated Fields,"Soil erosion is sometimes excessive during furrow irrigation and under center pivot sprinkler systems. An understanding of erosion processes is required to predict and develop management practices to reduce irrigation induced erosion. Little erosion process research has been carried out under irrigation, but much of the extensive channel sediment transport and rainfall-induced erosion process research can be adapted to irrigated conditions. Soil erosion occurs when fluid in motion detaches and transports soil particles. Sedimentation occurs when the fluid transport capacity decreases to less than the sediment load. Hydraulic forces of moving water and soil factors such as aggregate stability and particle size determine erosion and sedimentation. Under furrow irrigation, the shear of the overland flow against the soil provides the detachment force and is a primary factor determining channel transport capacity. With sprinkler irrigation, water drop energy detaches particles, some of which may be transported downslope by shallow interrill flow if the water application rate exceeds the soil infiltration rate.(Author abstract)","Trout, Thomas J.;Neibling, W. H.;",2,1,pp.947-963,https://doi.org/10.1061/(asce)0733-9437(1993)119:6(947),,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART01786429,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART01786429&type=mobile,,,sedimentation processes
NART97792519,JAFO,NJOU00298392,Akademiai Kiado Zrt.,Pollack Periodica: an internatinal journal for engineering and Information Sciences,1788-1994;;,,38,12,2,2017,,NART97792519,Analysis of flow and sedimentation processes in secondary sedimentation tank,"<P>In the process of design and operation of sewerage system are used empirical formulas, which are in many cases, become obsolete and unusable when somebody can use nowadays modern technologies and materials. Therefore there is the possibility of using the mathematical models enormous importance for the enhanced environmental protection with the lowest operating and investment costs. In this modern method of analyzing of sewers has been designated as the first object, the object sedimentation tank. The purpose of the primary and secondary settling tank is to ensure the reduction of concentration the floating solids.</P><P>For the solution of research work has been chosen, after consultations with representatives of the Western Slovakia Water Company as interesting object of sedimentation tank located on the waste water treatment plant Nitra - Doln&eacute; Kr&scaron;kany.</P><P>Measurements on the object settlement tank situated at waste water treatment plant Nitra confirmed the expected speed parameters of the sewage in the tank. The velocity of wastewater is in the most cases very low, and even insignificant. However, finding that the sludge cloud has a non-standard form of a double wave gives the opportunity to optimize the operation of facilities sedimentation tank. The measured parameters are used as calibration parameters to input to the mathematical simulations, which are created by software ANSYS fluent.</P>","Hrudka, Jaroslav;Stanko, &#x160;tefan;Holubec, Michal;",2,1,pp.79-89,http://dx.doi.org/10.1556/606.2017.12.2.7,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART97792519,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART97792519&type=mobile,,,sedimentation processes
NART57979676,JAFO,NJOU00019074,International Glaciological Society,The Journal of glaciology,0022-1430;1727-5652;,,84,57,205,2011,,NART57979676,"Glacimarine sedimentation processes at Kronebreen and Kongsvegen, Svalbard","<B>Abstract</B><P>Tidewater glaciers deposit sediment at their terminus, thereby reducing the relative water depth. Reduced water depth can lead to increased glacier stability through decreased rates of iceberg calving, glacier thinning and submarine melting. Here we investigate sedimentation processes at the termini of Kronebreen and Kongsvegen, Svalbard. We mapped the fjord floor bathymetry in August 2009 and calculate sedimentation rates based on our bathymetry and that from a similar study in 2005. A grounding-line fan is developing near the current position of the subglacial stream. An older, abandoned grounding-line fan that likely formed between &sim;1987 and 2001 is degrading near the middle of the ice front. Our findings indicate that sediment gravity flows reduce the height of the sediment mound forming at the glacier terminus. The future impact of glacimarine sedimentation processes on glacier stability will depend on the net balance between the observed gravity flows and sediment deposition.</P>","Kehrl, Laura M.;Hawley, Robert L.;Powell, Ross D.;Brigham-Grette, Julie;",2,1,pp.841-847,https://doi.org/10.3189/002214311798043708,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART57979676,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART57979676&type=mobile,,,sedimentation processes
NART17390036,JAFO,NJOU00005248,Elsevier Scientific Pub. Co.],Sedimentary geology,0037-0738;;,,296,3,2,1969,,NART17390036,Brahmaputra river: Channel processes and sedimentation,"The Ganges and Brahmaputra rivers combined have formed one of the largest deltas in the world, comprising some 23,000 sq. miles. These rivers originate within the Himalayan Mountains and drain an enormous land area before entering East Pakistan. Individually, each of the rivers discharges in excess of 2.5 million cusecs of water during flood, and combined they carry nearly 6 million cusecs of water to the Bay of Bengal, nearly three times the amount borne by the Mississippi River. Having such a large drainage area, the rivers are also heavily charged with sediment, transporting approximately 13 million tons of suspended sediment per day during flood. The large discharge and heavy sediment load cause the rivers to be extremely unstable, and the channels are constantly migrating laterally. Within Recent times both rivers have occupied and abandoned numerous river courses. The Brahmaputra followed a route some 60 miles to the east of its present course only 200 years ago. The long-term patterns of river migration indicate that the Ganges has been migrating eastward, whereas the preferred migration of the Brahmaputra is westward. These movements are obviously controlled by major faults or fractures in the earth's crust.The Brahmaputra River displays a braided pattern in plan view, and short-term channel migration is quite drastic, with rates of movement as high as 2,600 ft. a year being common. The rate of rise and fall of the river, the number and position of major channels active during flood, the formation and movement of large bedforms, cohesion and variability in composition of bank material, and intensity of bank slumping are some of the factors responsible for controlling the bankline configuration and movement. The most significant bankline modifications take place during falling-river stage, when excess sediment is deposited as bars within the channel, causing a change in local flow direction and migration of the thalweg.Studies of bedform patterns and migration indicate that during a single flood cycle the bed configuration undergoes a definite sequence of changes. During low-river stage small bedforms (WH = 1-5 ft.) are present and migrate downstream at an average rate of 400ft./24 h. As discharge increases, the bedforms grow in size (WH = 5-20 ft.), and surface turbulence assumes a regular pattern on the water surface. During maximum-flood period some of the bedforms attain gigantic size, with heights up to 50 ft., and migrate downstream at rates as high as 2,000 ft./24 h. At other positions in the channel a plane bed exists, and surface turbulence patterns become oriented parallel to the channel axis. Although quite different in scale, this sequence is similar to that reported in flume studies. During low-river stage trenches on the various exposed bars revealed the type of bedding formed by migration of the various bedforms. Crossbedding measurements at these stations were recorded and compared to sand body trends.The combined Bengal Basin rivers deliver some 1 billion tons of suspended sediment a year to the Bay of Bengal, yet map and photo comparisons indicate that the shoreline has remained quite stable. Most of the sediment brought to the bay bypasses the bar and continues on into deeper water through a canyon called the Swatch of No Ground. Thus in deep water a subaqueous delta is being formed that dwarfs the subaerial delta, one of the largest in the world.","Coleman, J.M.",2,1,pp.129-239,http://dx.doi.org/10.1016/0037-0738(69)90010-4,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART17390036,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART17390036&type=mobile,,,sedimentation processes
NART110083990,JAFO,NJOU00026764,American Chemical Society,Industrial & engineering chemistry,0019-7866;;,,480,54,10,1962,,NART110083990,WHY PARTICLES SEPARATE IN SEDIMENTATION PROCESSES,,"Fitch, Bryant",2,0,pp.44-51,https://doi.org/10.1021/ie50634a008,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART110083990,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART110083990&type=mobile,,,sedimentation processes
NART13725717,JAFO,NJOU00019121,JOINT OCEANOGRAPHIC INSTITUTIONS FOR DEEP EARTH,JOIDES journal,0734-5615;1935-2395;,,13,28,1,2002,,NART13725717,SEDIMENTATION PROCESSES ON TERRIGENOUS CONTINENTAL MARGINS,,"Piper, D. J. W.;Migeon, S.;",2,0,pp.35-38,,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART13725717,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART13725717&type=mobile,,,sedimentation processes
NART06490273,JAFO,NJOU00004414,Wiley (John WileySons),Earth surface processes and landforms : the journal of the British Geomorphological Research Group,0197-9337;1096-9837;,,50,20,6,1995,,NART06490273,"Floodplain sedimentation: Quantities, patterns and processes","<P><B>Abstract</B><P>This paper presents the result of measurements of floodplain sedimentation using sediment traps. The study was carried out on two embanked floodplains along the Rivers Rhine and Meuse in The Netherlands during a 3 day flood in January 1993. Raster maps of sediment accumulation were made by interpolating the measurements from the traps using block kriging. The sediment maps show clear patterns in sediment accumulation, together with the estimated interpolation errors. Average sediment accumulation ranges between 0&middot;57 and 1&middot;0 kg m<SUP>&#x2212;2</SUP>. High sediment accumulation is found on the levees (4 kg m<SUP>&#x2212;2</SUP> or more) and on low lying areas (1&middot;6 kg m<SUP>&#x2212;2</SUP>); sediment accumulation decreases with distance from the main channel. The sedimentation patterns are related to floodplain topography and sediment transporting mechanisms. Sediment transport by turbulent diffusion as well as by convection can be recognized. Also, flood duration and the process of sediment settling out in ponding water in closed depressions are important. The applied method allows comparison of the results with raster&#x2010;based sedimentation models.</P></P>","Asselman, Nathalie E. M.;Middelkoop, Hans;",2,1,pp.481-499,https://doi.org/10.1002/esp.3290200602,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART06490273,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART06490273&type=mobile,,,sedimentation processes
